,Donatello,Leonardo da Vinci,Michelangelo,Raphael,the painter Raphael,the sculptor Donatello,Michelangelo Buonarroti,Titian,Caravaggio,Botticelli,Verrocchio,Ghirlandaio,Fra Angelico,Masaccio,Giovanni Bellini,Michaelangelo,the divine Michelangelo,Renaissance art,Leonardo and Michelangelo,Michelangelo and Raphael,Raphael and Donatello,Lorenzo Ghiberti,Luca della Robbia,Andrea del Sarto,Mantegna,Tintoretto,Perugino,Teenage Mutant Ninja Turtles,Ninja Turtles,TMNT
1945,8.611869617425327e-08,2.98785721497552e-07,4.270853537491348e-07,1.3363675179789425e-06,5.39567890367465e-10,1.3489197259186622e-10,7.138470259349105e-09,2.893633563871845e-07,4.571872835867907e-08,1.1622063311733657e-07,2.6141155018422072e-08,1.3013994326627198e-08,6.560008358746927e-08,3.768400347325952e-08,3.224619504749171e-08,1.731427090589932e-08,1.3489197259186622e-10,2.94154212099329e-08,2.15827156146986e-09,4.586326873834423e-09,1.3489197259186622e-10,4.430774858121822e-09,6.744598657348888e-09,2.7652854228676915e-08,5.726157681351651e-08,9.279543888851549e-08,3.3270559640641295e-08,0.0,0.0,1.1316517167792028e-10
1946,1.055836165164692e-07,3.056297543935216e-07,4.578437824420689e-07,1.5223683931253618e-06,3.3709163238526685e-10,0.0,1.2417630479433228e-08,4.3612266154013923e-07,4.136460063364211e-08,1.353321295027854e-07,3.428161932106377e-08,1.8037987103980413e-08,7.973966376084719e-08,5.30751265159779e-08,4.187101865227305e-08,2.342105176467157e-08,4.4945552835073944e-10,3.0992765687187784e-08,2.247277697264849e-09,4.6069192904951706e-09,0.0,6.260127971557949e-09,1.4045485663416455e-08,2.9439336302061747e-08,8.036820986490056e-08,8.650678751109808e-08,4.287563726279586e-08,1.2414491656898008e-10,2.0525009469807287e-10,5.666383473545977e-10
1947,9.994396066304034e-08,3.192318445144338e-07,4.077009236880258e-07,1.4125999996394969e-06,4.19627776970799e-10,3.1472083272809915e-10,8.71287753057004e-09,3.922029918612681e-07,4.508485318410749e-08,1.4256323765948764e-07,2.3334933985097454e-08,1.4089016175944382e-08,7.209666819107954e-08,4.420428822982103e-08,2.9489740427379733e-08,1.7611270664019685e-08,2.0981388848539948e-10,3.7053666801512015e-08,2.203045745829968e-09,5.769881905592911e-09,0.0,7.1809433954683755e-09,1.1959391699178925e-08,2.7695433502117343e-08,7.61687459771565e-08,1.0742875389269103e-07,3.724783681491317e-08,0.0,0.0,6.163944910042574e-10
1948,9.9432050149062e-08,3.054074682040664e-07,4.68594606672923e-07,1.624281480872014e-06,1.0052911975089174e-10,0.0,1.0726678212336084e-08,3.818022094037589e-07,4.592412494730525e-08,1.6187200913009297e-07,3.320019459351897e-08,1.6515832257368857e-08,7.196959472821618e-08,6.159731213983832e-08,3.493046563107782e-08,2.08133190682247e-08,1.0052911975089174e-10,3.52055096186632e-08,4.021164734524518e-09,3.6190483942988286e-09,0.0,6.3259895100031835e-09,1.3470901727430372e-08,2.7243391542697282e-08,9.319648341943321e-08,1.34654584371674e-07,4.145810805766814e-08,0.0,0.0,1.685288991692957e-10
1949,1.1024550161664592e-07,3.161788981742575e-07,4.5923871994091314e-07,1.6248478686975432e-06,4.66615857064312e-10,9.332316863730483e-11,9.881642171194473e-09,3.672499246931693e-07,6.307578104269851e-08,1.5326240543345193e-07,6.268400909448246e-08,2.750260819084361e-08,7.04492961745018e-08,4.8266684871123295e-08,4.378589935072341e-08,2.005888255496302e-08,9.332316863730483e-11,3.339313536798727e-08,2.613048666333384e-09,3.546280380462008e-09,0.0,6.6445529078862364e-09,2.081106664775234e-08,4.3115303327567744e-08,7.247838595958457e-08,1.64937290492162e-07,5.061733787670165e-08,0.0,0.0,4.70130046004158e-10
1950,1.372388567233429e-07,3.803846482242079e-07,6.386738959918148e-07,1.6139440504048252e-06,7.280088754058054e-10,9.100110665016811e-10,1.1847001601950069e-08,4.555873545086797e-07,8.08986939659917e-08,1.8202204898898344e-07,6.211863734506552e-08,3.2161789675910775e-08,8.185201494370632e-08,6.61483667840912e-08,4.755370142106585e-08,2.8892388925783052e-08,9.100110942572568e-11,4.490262384138077e-08,3.003036708193463e-09,8.190100153626645e-09,0.0,1.0107232384370946e-08,1.9747240287415483e-08,3.8311465999640866e-08,9.633330932956596e-08,1.4522227331781326e-07,6.546407149699007e-08,0.0,0.0,3.041304152961999e-10
1951,9.852426785528225e-08,3.698262389661977e-07,5.955991468908906e-07,1.4203590126271592e-06,6.524152329490105e-10,0.0,1.1390568488423014e-08,3.443270770731033e-07,1.2391711834425228e-07,1.4673162240796958e-07,3.742515986004946e-08,3.015889760149548e-08,8.60242934663802e-08,6.617768377736867e-08,4.207709736192555e-08,2.6799225949503125e-08,9.32021751443024e-11,3.9271959906272975e-08,3.5416827248724303e-09,8.574599696942187e-09,0.0,6.8003389586124285e-09,1.3048304658980214e-08,2.8147056241323295e-08,8.625756464653024e-08,1.3805899357066664e-07,5.4692296913572136e-08,0.0,0.0,0.0
1952,9.615968821208298e-08,5.860247256350704e-07,6.341383596009109e-07,1.4973883253333042e-06,5.604316455354308e-10,1.8681055313773958e-10,1.1060226512427109e-08,3.113667901288864e-07,1.1037663227853045e-07,1.2521850578650628e-07,3.687032545940383e-08,2.7340284702859208e-08,8.499358727931394e-08,4.8665704355244095e-08,2.6629622951190868e-08,2.2731493132255316e-08,8.406474960587216e-10,4.1943781781128564e-08,4.1098320302523925e-09,7.285611669516355e-09,0.0,6.040585365241213e-09,1.6906355426726805e-08,3.1197362915236226e-08,6.241396022232948e-08,1.820081791947814e-07,3.835451423128689e-08,0.0,0.0,2.343452931707901e-10
1953,1.1288415890930993e-07,5.25417817698326e-07,6.520884880956146e-07,1.530092845314357e-06,7.931499901303594e-10,1.0575332831663782e-09,1.2766093071547855e-08,3.099706020748272e-07,1.866164609509724e-07,1.4886552435200429e-07,3.273714455076515e-08,3.1262498367823355e-08,9.321656335714581e-08,5.4856833742178424e-08,3.0108708415355074e-08,2.8829331810698026e-08,8.812777591016284e-11,3.9823785158432656e-08,3.4369833645797603e-09,5.816433112926234e-09,0.0,7.306380389593414e-09,1.5157977983903947e-08,4.5209549881519706e-08,6.790745032958513e-08,1.19520066732548e-07,4.711494128173399e-08,0.0,0.0,2.2119692189015439e-10
1954,1.079302265338811e-07,4.355229350494483e-07,5.557945428336097e-07,1.5048733530420575e-06,5.50713918912038e-10,3.671426218598839e-10,1.3387245090257238e-08,2.955012803340651e-07,1.0723837107207149e-07,1.4359947897446548e-07,3.3209300198677745e-08,2.3907622548335894e-08,8.01561270691309e-08,4.681589160782097e-08,3.4890504707618675e-08,2.2062661031441173e-08,0.0,4.317386270713541e-08,3.3960692036316686e-09,5.598924879279821e-09,0.0,6.693622545128619e-09,1.4043205709413089e-08,3.120712221971189e-08,6.465051427539947e-08,1.1999935622952762e-07,4.712338252943482e-08,0.0,0.0,2.3062014797847752e-10
1955,1.0749232615125949e-07,3.973216564645554e-07,5.661743216478499e-07,1.4656470739282668e-06,8.631798054103965e-10,8.631798054103965e-10,1.2182408859473526e-08,3.123048770703463e-07,1.1672656796690717e-07,1.439964307792252e-07,2.9073428109427368e-08,1.9839188070136515e-08,1.33613511366093e-07,5.208688591551437e-08,2.915918528856309e-08,2.524987507968035e-08,0.0,4.1498786629290414e-08,2.2442674385558803e-09,6.819120379475407e-09,0.0,1.0060311694815029e-08,1.1393973764484144e-08,3.193765252262892e-08,1.1665441945751809e-07,1.0092735891475969e-07,3.4267689130729195e-08,0.0,0.0,7.214250030695979e-11
1956,1.0284036733310133e-07,4.532709567683925e-07,5.35728190698137e-07,1.91271965377382e-06,5.840045669280869e-10,8.342922186432844e-11,1.5916828743911537e-08,3.392829341919424e-07,1.147145738400468e-07,1.4804568593262957e-07,3.742805887441136e-08,3.249783375736115e-08,7.867460993793429e-08,5.416305626226858e-08,4.3278614469954846e-08,2.305401913815785e-08,5.005753589415463e-10,3.410749016552472e-08,3.670885817541602e-09,4.588607271927003e-09,0.0,1.1293368906706291e-08,9.761219388337851e-09,3.4539699100832883e-08,9.589638239049236e-08,1.573506267504854e-07,5.346865705746495e-08,0.0,0.0,0.0
1957,2.369340137420295e-07,4.12229809398923e-07,5.493803314493562e-07,1.3996768757351674e-06,6.388683471136858e-10,4.79151274213052e-10,1.3877627047520493e-08,3.269755950441322e-07,8.610935253727804e-08,1.7035254984421044e-07,4.22548964706948e-08,2.6392649843387523e-08,7.142255498138186e-08,6.584832590306179e-08,3.2841295904972874e-08,1.8194931783455104e-08,7.985854338921071e-11,3.858125552369529e-08,4.152644450527987e-09,8.225430114805476e-09,0.0,1.656596282373357e-08,1.589184961403589e-08,4.288403943064623e-08,8.75089583018962e-08,1.0170500530648496e-07,4.5320710739815695e-08,0.0,0.0,4.665366981626562e-10
1958,1.682542460912373e-07,4.734436629405536e-07,5.014370003664226e-07,1.5399436961160973e-06,1.544279704113194e-09,3.2511152103786856e-10,9.912295872993582e-09,3.3990207271017425e-07,1.0269005912277865e-07,1.601096215608777e-07,4.208052928333928e-08,2.1515367265578792e-08,8.277506680087755e-08,6.468184210461915e-08,3.136428006200731e-08,2.0225801478090943e-08,8.127788025946714e-11,5.9177885702865764e-08,2.682170041623521e-09,3.6575045214704005e-09,0.0,1.0208185408089321e-08,2.592764403175352e-08,2.950387134603716e-08,9.054100758021377e-08,1.132780695911606e-07,4.248775908877178e-08,0.0,0.0,3.3935909637961004e-10
1959,1.5479972148568777e-07,4.143097669384588e-07,6.276118824644072e-07,1.4592552588510443e-06,5.223645960228396e-10,8.20858658823198e-10,1.2225294554468746e-08,3.328443085592881e-07,1.1697225232865097e-07,1.610315933930906e-07,4.318687629734087e-08,2.24970602147323e-08,7.613641628267942e-08,8.176216681476944e-08,3.871343423611506e-08,2.3618797584390453e-08,1.4924703140017923e-10,5.2161254870952696e-08,3.507305335048727e-09,4.3281640493830764e-09,0.0,1.1274438271868805e-08,1.7760397597044175e-08,5.275882486444061e-08,1.0182879606190909e-07,1.26257745591829e-07,5.010425496720927e-08,0.0,6.791830292618428e-11,3.1159363977906196e-10
1960,1.4341334519940574e-07,6.17516775491822e-07,7.444761536135047e-07,1.8376123307461969e-06,9.208210305367003e-10,2.1249715875804043e-10,1.9496322778422843e-08,3.989401875514887e-07,1.4417962290735886e-07,2.55114230185427e-07,5.5113634545023173e-08,4.08489277958779e-08,9.136890355421201e-08,7.692330683539694e-08,4.401150022204092e-08,2.6525277974087658e-08,0.0,5.913241096777712e-08,3.116625180155097e-09,5.383261392211125e-09,1.4166477713128955e-10,1.203238397806672e-08,2.35163533091054e-08,5.978253625471552e-08,1.1954058720675678e-07,1.6775764777321458e-07,7.639280141802375e-08,0.0,0.0,2.3578025643011813e-10
1961,1.1831497914727153e-07,4.5646740431948274e-07,7.93300500845362e-07,1.5052700064188684e-06,1.2150862538362615e-09,3.375239532310559e-10,1.7359162995944644e-08,3.087430684445281e-07,9.903610020955966e-08,1.5664789998481865e-07,3.8613961805822334e-08,3.181295937793038e-08,6.845521483000995e-08,6.13776478530781e-08,3.539306447919444e-08,2.4056442171627168e-08,2.0251438026530624e-10,4.134302500347077e-08,3.510249202420823e-09,3.645258761508785e-09,6.750479342176874e-11,6.8087180338238795e-09,1.32984441236772e-08,3.5777539153514226e-08,8.088135672323915e-08,1.187084208709166e-07,5.7274565534726214e-08,1.500949586841216e-09,1.288135820232128e-09,1.6861992357952715e-10
1962,1.2608363419985838e-07,5.67519862215704e-07,7.940326440802892e-07,1.6015563915061648e-06,4.659440611121113e-10,9.318881222242226e-10,2.869673387806415e-08,3.673691821859393e-07,1.371874276401286e-07,1.831571552202149e-07,4.086197691322013e-08,3.1035117586952765e-08,6.17524662516189e-08,7.1397423084818e-08,3.8988812178786254e-08,2.720430636315996e-08,0.0,5.261068025674832e-08,4.592877189679712e-09,5.924145618507737e-09,0.0,1.0110452919320778e-08,2.1167172903346912e-08,3.820741056870247e-08,1.1525742849016753e-07,1.4179551044435357e-07,5.296512028962753e-08,0.0,0.0,2.2207596872547697e-10
1963,1.3206120286213266e-07,4.815304919247865e-07,8.953019801083428e-07,1.5413397704833187e-06,6.45050901582067e-10,4.5153561445410157e-10,2.032477119939813e-08,3.299384445654141e-07,8.74865193623009e-08,1.480458564628862e-07,3.931797820655447e-08,3.298848127997189e-08,7.181028394143142e-08,7.96014703041692e-08,4.0239530818553255e-08,2.2582357317446625e-08,3.870305187447798e-10,4.545251286458552e-08,3.289759575864082e-09,5.6119429103773655e-09,0.0,1.1304555513902416e-08,1.7222859582943784e-08,5.108802980657857e-08,1.1425278501064898e-07,1.2213783406878065e-07,5.777006961693588e-08,1.4354881172629064e-10,1.1714565428810886e-10,3.2183883336145414e-10
1964,2.0499255981576425e-07,4.372269586383482e-07,9.442798045711244e-07,1.6298222362820525e-06,8.693956110583654e-10,7.903596666025692e-10,2.2028856960787383e-08,3.9277099972423457e-07,1.4480883692158386e-07,1.530873845467795e-07,5.473038555692256e-08,2.976334201321152e-08,5.7260677976955776e-08,6.452009415625072e-08,3.652341362681e-08,2.1747608158761977e-08,4.74215777757081e-10,5.1663768374510255e-08,3.714690333112003e-09,8.772992110550604e-09,0.0,1.2126634807430037e-08,2.7978732219935413e-08,6.275455888271608e-08,1.1911907193962182e-07,1.295001084145042e-07,6.379736561257232e-08,4.398051922649415e-10,3.58776175435338e-10,0.0
1965,1.6384547052439302e-07,4.111160194497643e-07,8.15904002138268e-07,1.552048615849344e-06,1.126345239299553e-09,6.758071879886527e-10,1.7973466270859717e-08,3.244930155688053e-07,1.0841515774018265e-07,1.741289139545188e-07,3.9001868401555846e-08,3.4926110004107613e-08,5.5833922374404223e-08,5.543030567878304e-08,3.335000542392663e-08,2.6962705845789973e-08,2.2526905341102571e-10,4.5104513901605976e-08,7.283699421378742e-09,5.481546772045931e-09,0.0,9.020903135592562e-09,1.1864170090802872e-08,6.217425863042081e-08,8.195408440769826e-08,1.0321073062868893e-07,5.28594448212516e-08,3.3327399173721517e-10,8.20082113328624e-10,3.762238021121078e-10
1966,1.4318911212285457e-07,3.921175562027202e-07,7.560874450973643e-07,1.4041711438039783e-06,8.77384054298602e-10,1.4623068034236295e-10,1.6256347379339786e-08,2.672863388397673e-07,9.705039616392241e-08,1.416593136127631e-07,4.9443077188016105e-08,3.1269074440842815e-08,6.61580017435881e-08,5.4399624360712564e-08,2.0786803389682973e-08,2.7536366076219565e-08,3.655767077948013e-10,4.423858257496249e-08,3.8751131192782395e-09,6.141688491112518e-09,7.311534017118149e-11,1.0526650662256998e-08,1.900998825021816e-08,5.14732008127794e-08,6.920807038568455e-08,8.371055315592457e-08,3.4879398924658744e-08,0.0,0.0,3.059596465071479e-10
1967,1.239659894736178e-07,4.597540055328864e-07,7.756621585031098e-07,1.5366292700491613e-06,2.573490032187209e-10,9.007214973877351e-10,1.7877674451938222e-08,3.202230516308191e-07,1.4721970842401788e-07,1.4189072317094542e-07,4.1609080625448775e-08,2.8905660087730212e-08,5.6563791872576985e-08,9.732110584081964e-08,2.543905175400596e-08,2.5299181416471583e-08,3.860234909502936e-10,4.6833648070787604e-08,3.281199756344222e-09,6.305050703758752e-09,1.2867450160936042e-10,1.0902451386129997e-08,9.650587884380002e-09,4.1947888718141264e-08,7.492864284586177e-08,9.436056558342899e-08,4.4246654340440734e-08,7.129716955711629e-11,1.1723065573843172e-10,2.6914023787405483e-10
1968,2.436225940982695e-07,6.54685209156014e-07,8.535735673831368e-07,1.8391664298178512e-06,7.556966719057812e-10,5.667725178071237e-10,2.5512987278375483e-08,6.174753934828914e-07,1.4359525835061504e-07,2.842965045601886e-07,7.445485294965692e-08,3.709588014544352e-08,1.2326499643222633e-07,1.1002480704291885e-07,9.60893657975248e-08,2.6361753668879828e-08,1.889241679764453e-10,8.76614763001271e-08,4.093356764656164e-09,8.12373901482033e-09,0.0,1.5135794839693517e-08,4.017787347265767e-08,7.915922850543211e-08,1.7574502919615045e-07,1.857424933859875e-07,9.060866545951285e-08,6.984860606573662e-11,5.733255536988224e-11,3.1570962510940603e-10
1969,1.1413309408681017e-07,3.656533351659164e-07,7.22085303550557e-07,1.5806540432095062e-06,1.938434412984691e-10,4.5230136302976115e-10,1.5726774549307265e-08,5.453927656162705e-07,1.711725872155512e-07,1.593750482697942e-07,7.55475610958456e-08,2.413625388442142e-08,5.772374223056431e-08,5.3521873155659705e-08,3.9935407869506896e-08,2.435272250522757e-08,6.461448043282303e-11,4.66502108054101e-08,4.006097675812725e-09,6.073761049663062e-09,6.461448043282303e-11,8.187347688703994e-09,1.3116739694396529e-08,4.9494691012341725e-08,1.0942490291654396e-07,1.1115665188299317e-07,5.46583329708028e-08,0.0,2.002660481892349e-09,1.9482178092999902e-09
1970,1.7189211121149128e-07,4.823698418476852e-07,7.737014016129251e-07,1.8377877495368007e-06,1.2806845584023563e-09,1.1526161136643511e-09,1.886819234186987e-08,3.944600734939741e-07,1.0711885067848925e-07,1.7808642382988182e-07,5.73507676904228e-08,4.437475809027092e-08,8.228627734752082e-08,6.349168302222098e-08,3.85516756296056e-08,2.4563643563624282e-08,6.40342293078966e-11,4.862635805125137e-08,3.5218825633620554e-09,5.5709779012147465e-09,0.0,1.2928205173068365e-08,1.6328728591474828e-08,4.04696329781018e-08,1.4556628968875884e-07,1.06424657531079e-07,5.345262366063253e-08,1.422319206856315e-10,2.3294063900003437e-10,2.669961196577475e-10
1971,1.142140320098406e-07,3.651462066045497e-07,6.882004868202785e-07,1.6007461454137228e-06,2.52696336078273e-10,5.05392672156546e-10,1.6085973442159233e-08,4.940790745422419e-07,1.432712650739632e-07,1.5912549145014054e-07,3.4359651124304946e-08,3.4836869389209824e-08,7.29346112393614e-08,5.71600402565764e-08,2.5656838431586948e-08,2.0732445094040492e-08,3.790445179951973e-10,4.497153938132215e-08,3.158704187100625e-09,4.422185728714112e-09,0.0,1.0551014284487792e-08,1.4403691572795196e-08,4.0431412884345264e-08,1.1824386803027664e-07,9.57616208552281e-08,4.6396134933957e-08,2.7944183078609797e-10,2.8827909503981175e-10,2.1209661804633129e-10
1972,1.2658694004130666e-07,3.712198974881176e-07,6.204056148817472e-07,1.5918415101623395e-06,2.5927704427886056e-10,8.426503939062966e-10,1.6792151669164923e-08,3.137130875074945e-07,1.1621803963635105e-07,1.4046612761831057e-07,3.7641250116848823e-08,2.840645407786724e-08,4.589854540881788e-08,5.405867042895807e-08,3.3643221541979074e-08,2.33840200536406e-08,1.9445778320914542e-10,4.595746361246712e-08,4.278071230601199e-09,5.574456451995502e-09,0.0,1.0546648887554966e-08,2.5279511817188904e-08,5.0494204373308094e-08,1.0428301067122449e-07,1.048770599254567e-07,4.757810856403921e-08,2.88126134062594e-10,2.356793094016041e-10,2.700233370234173e-10
1973,1.0485084089850717e-07,4.173074330537929e-07,6.410580795090937e-07,1.4581606819774606e-06,5.66395264023356e-10,7.551936853644745e-10,3.043070861963315e-08,2.7733048568734375e-07,1.268170990442741e-07,1.3730218029195385e-07,3.433865103374956e-08,2.44826718898139e-08,5.239573397375352e-08,5.137691161394287e-08,3.666557191195352e-08,2.7733047858191643e-08,3.7759684268223737e-10,5.5427364031857e-08,3.146640281670443e-09,3.775968426822374e-09,0.0,8.923290550910679e-09,1.5418537557820855e-08,4.461935887434265e-08,1.2624040834907646e-07,1.125049564620895e-07,3.3028015877789585e-08,1.3988372959961026e-10,1.716017467012776e-10,9.960829938648885e-10
1974,1.1645206399180097e-07,3.311910745651403e-07,6.023345804351266e-07,1.532513351776288e-06,1.4014625016045552e-09,5.096227329026704e-10,5.5629442385907175e-08,3.226259934763221e-07,8.711274546158165e-08,1.478680218269801e-07,3.993554997805404e-08,2.9499059195359223e-08,9.849718196619508e-08,6.277868180859515e-08,4.263570474449807e-08,2.2949629752133663e-08,3.1851421500306287e-10,5.510737466352113e-08,3.503656254011389e-09,4.395495967202123e-09,0.0,1.206561428546138e-08,9.300614500773465e-09,4.9560810566617874e-08,1.0644155423733537e-07,1.1027536572782993e-07,4.568626721379587e-08,6.357413484536778e-10,6.380853623255689e-10,3.727317898771787e-10
1975,1.2342057686964836e-07,3.918524953405722e-07,7.325024284909887e-07,1.487412077949557e-06,4.961728250485462e-10,2.4808641252427316e-10,2.6123078811224332e-08,2.7142178282701934e-07,1.3992840308674206e-07,1.5027814015411425e-07,3.498210077168552e-08,2.597783321789393e-08,5.963735105751766e-08,5.438785422029469e-08,3.193447639660008e-08,3.047996699478972e-08,1.2404320626213658e-10,5.788828971731164e-08,3.287145000641089e-09,3.721296160108522e-09,0.0,8.801728235141582e-09,9.861435223967874e-09,3.4794119585512824e-08,1.0520504645228357e-07,1.089309549229256e-07,3.6948552661897345e-08,1.1705539870732196e-09,1.354112044715805e-09,9.314761184597842e-10
1976,1.349055906985086e-07,3.223855173928314e-07,5.955203050689306e-07,1.4541855080096866e-06,4.747945925309691e-10,4.747945925309691e-10,2.21020712842801e-08,3.491151403522963e-07,1.1663507137882337e-07,1.3125148257131516e-07,3.520779046084499e-08,2.641818852566757e-08,4.7169056216489487e-08,5.970017014078621e-08,4.3611162681145295e-08,2.365291962291849e-08,1.7804796526021955e-10,5.3745772277125083e-08,1.958527784395869e-09,5.697534888327027e-09,1.1869864813274228e-10,7.3314190274231805e-09,1.127637183628849e-08,3.4897404077582905e-08,1.3080706651180662e-07,9.13526179147084e-08,3.698546535702008e-08,1.3202637594300626e-10,1.0781498610556994e-10,2.962787515325971e-10
1977,9.246562626685773e-08,3.328431716909108e-07,5.916623422308476e-07,1.5572563825116958e-06,3.5371217066426647e-10,6.484723313882055e-10,1.7344886416026384e-08,3.06764263768855e-07,1.161458484943978e-07,1.724292673088712e-07,2.7357273779671232e-08,2.9269340728887986e-08,5.3051799397962895e-08,5.2753453161358266e-08,2.682033439782572e-08,2.9465450523957774e-08,1.1790406151401808e-10,4.710956957865165e-08,3.2423617124521797e-09,4.008738230254494e-09,0.0,7.227036302737133e-09,8.43014014151322e-09,4.816380894112626e-08,1.0021194896125962e-07,1.0021194896125962e-07,3.887870647645286e-08,4.984903156923792e-09,4.8180242018247554e-09,9.805474210367038e-10
1978,1.0102475300755033e-07,3.60945676902702e-07,6.710725983793964e-07,1.5908544810372405e-06,4.588535384986159e-10,3.4414016081285576e-10,1.939712568344021e-08,2.908504654897115e-07,9.384267229961553e-08,2.0271539824534562e-07,2.8205121793689614e-08,2.99174054418927e-08,4.945487219742972e-08,5.355643750704076e-08,3.4269991289193065e-08,2.325852399565065e-08,4.588535384986159e-10,5.8347389142454644e-08,3.441401608128558e-09,4.301751843627244e-09,5.7356692312326985e-11,8.2164772763349e-09,8.947644403178856e-09,3.527436476247203e-08,1.16958503326714e-07,9.379510856888373e-08,3.605309117915567e-08,2.557567491123791e-10,2.6001509279005575e-10,4.75634420737947e-10
1979,1.0615796952606617e-07,3.697341810493527e-07,7.324538842112815e-07,1.717664872558089e-06,9.802939571201819e-10,6.535292862430706e-10,2.2953043909978987e-08,2.9459738470905e-07,1.1202554617284477e-07,1.732288552602768e-07,2.6088139648550168e-08,2.5095166833466465e-08,6.0220891384688e-08,5.817926052031908e-08,4.250015450679712e-08,2.2432189439314243e-08,1.0892154539421384e-10,6.155364928872586e-08,4.0300971448914424e-09,7.07990066572961e-09,0.0,9.72419300637739e-09,1.2852741981816962e-08,4.58015101401088e-08,1.1843474112538389e-07,1.1766744023589128e-07,4.5451137964391826e-08,0.0,0.0,1.3540557564084565e-10
1980,1.693446876060989e-07,4.158690387612296e-07,7.654301725779078e-07,1.6479867781526991e-06,1.1074298145175021e-09,1.1074298145175021e-09,2.2690905154831853e-08,3.691257006721571e-07,1.3808180199248454e-07,1.7590842560366585e-07,3.72431898654213e-08,3.456906938481552e-08,5.7257423691226e-08,7.823014414043429e-08,4.0292260194974006e-08,2.513672114901056e-08,2.9142888102740017e-10,7.438163152073687e-08,4.3714334374556074e-09,6.2948641854632115e-09,5.82857789810376e-11,1.3041968394134074e-08,2.943431809399044e-08,3.4213751831657646e-08,1.1873089533764869e-07,1.078885603078561e-07,4.652967433571576e-08,6.471861241363897e-11,5.3016133150229905e-11,2.431017609438868e-10
1981,1.2804305526969986e-07,3.396122565391124e-07,7.432190045619791e-07,1.601213625690434e-06,9.242721588087475e-10,4.6213607940437374e-10,1.8823124392497448e-08,2.920288579844055e-07,1.0749054979442009e-07,1.498499386798358e-07,3.5508548990037525e-08,3.9947117613792216e-08,5.62064812470453e-08,5.9245241601502137e-08,3.259870595684333e-08,2.6197204405775665e-08,2.888350392193928e-10,5.68374218801182e-08,2.541748367335117e-09,7.220876341307303e-09,5.776700992554672e-11,8.570305354282937e-09,1.6579132733340884e-08,3.523787484027707e-08,1.1960013068801345e-07,9.364414665924414e-08,5.355229504289128e-08,2.563662615528983e-10,2.6289279086988415e-10,3.135945281229624e-09
1982,1.1847599523662212e-07,3.164104782626964e-07,5.765538162449957e-07,1.6232387451964314e-06,5.272531855560203e-10,5.272531855560203e-10,2.2626126749969444e-08,2.568939976299589e-07,1.453266378348417e-07,1.3033340451329425e-07,1.808008320836052e-08,1.955000961118003e-08,5.7259040175949856e-08,4.669463393724983e-08,2.001131349516072e-08,2.4841741108616592e-08,1.171673730260281e-10,6.163485011256853e-08,2.5190984853651344e-09,4.042274515114741e-09,0.0,8.484796865104727e-09,1.04864801286908e-08,2.7299998706098453e-08,6.884151559916063e-08,7.751407338218996e-08,2.6801641794804713e-08,9.091027375340843e-10,9.071795536996774e-10,9.309528148371271e-10
1983,1.1266767785400589e-07,3.205573193554301e-07,6.028635084476264e-07,1.6727141201045017e-06,2.014675759554052e-09,5.59632173935398e-10,2.1838355124259585e-08,2.810362218497176e-07,1.924212114090551e-07,1.39533511855916e-07,2.672516785651169e-08,3.6383735135814283e-08,5.8320654972021664e-08,5.682614556690169e-08,3.321675023926218e-08,1.7957436426740972e-08,2.79816086967699e-10,5.939216407568894e-08,4.1972412212487606e-09,4.9807264979051524e-09,0.0,1.4643943835324082e-08,1.617337019865772e-08,3.3018299205878066e-08,9.6257487314233e-08,1.33110091837807e-07,5.532578484235273e-08,5.576479278346369e-10,5.612661446718903e-10,2.3443130769962295e-10
1984,1.2679895178280276e-07,2.9074504936943413e-07,5.437186700874008e-07,1.4132102705843863e-06,7.652624089971025e-10,4.919544216441807e-10,1.4657373981208366e-08,2.4452447178191505e-07,1.1731308546814034e-07,1.020073909785424e-07,1.8971725523897482e-08,2.1767075253364965e-08,3.968458983649725e-08,3.3223432893692006e-08,2.3830695639048833e-08,2.094221862591894e-08,0.0,5.3992977200323367e-08,2.6784183759787084e-09,4.810221110318481e-09,0.0,5.98260152528951e-09,8.855179700617555e-09,2.7221478404726444e-08,9.508775633548795e-08,1.0631498525981443e-07,3.5743831006129774e-08,3.992596919744074e-09,3.4399958437347777e-09,4.582542401099232e-10
1985,1.424128726057461e-07,3.1799694966139214e-07,6.422811793527217e-07,1.632652129046619e-06,7.129976609121511e-10,8.226896386354097e-10,2.5490685118256813e-08,2.605393660815025e-07,2.21607663775103e-07,1.5600224401168816e-07,2.8831491860614733e-08,4.2053578397371894e-08,4.7632592981017297e-08,4.74709587194866e-08,2.788980779655504e-08,2.1394068738800346e-08,1.6453792495152442e-10,5.9528243667728033e-08,3.729526465434674e-09,5.1555217872589765e-09,0.0,1.0896018309836109e-08,1.2833957896418724e-08,3.943425497254793e-08,1.1261727905775842e-07,9.953291879583048e-08,4.1594475419515227e-08,1.275940353373528e-09,1.149579875736606e-09,3.21370124956033e-10
